,City,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Year
1249,Brighton,United Kingdom,76.4,44.89,61.21,58.61,86.71,83.51,2018
1250,Red Deer,Canada,76.15,25.51,51.73,69.85,74.21,136.55,2018
1251,Edmonton,Canada,76.01,31.61,54.6,74.26,73.66,131.93,2018
1252,Nottingham,United Kingdom,75.98,24.8,51.3,65.92,75.29,107.61,2018
1253,Karlsruhe,Germany,75.8,23.89,50.76,57.26,80.6,136.82,2018
1254,Coventry,United Kingdom,75.72,26.45,51.96,64.04,71.27,133.86,2018
1255,Vancouver,Canada,75.59,53.5,64.94,78.26,70.12,96.77,2018
1256,Victoria,Canada,75.47,40.0,58.36,79.13,70.56,112.52,2018
1257,"Colorado Springs, CO",United States,75.42,31.21,54.1,72.93,76.48,150.89,2018
1258,Norwich,United Kingdom,75.4,25.34,51.26,58.53,81.1,89.95,2018
1259,"Charlotte, NC",United States,75.35,40.62,58.6,79.4,73.87,112.72,2018
1260,"Plano, TX",United States,75.32,40.02,58.3,73.93,63.49,101.69,2018
1261,Toronto,Canada,75.22,46.94,61.58,70.65,71.58,106.83,2018
1262,"Atlanta, GA",United States,74.97,45.83,60.92,75.0,74.81,153.77,2018
1263,Turin,Italy,74.94,23.25,50.01,61.62,76.26,85.62,2018
1264,Leeds,United Kingdom,74.92,30.31,53.41,61.69,91.99,109.59,2018
1265,"Fayetteville, AR",United States,74.9,24.85,50.76,81.39,69.15,104.92,2018
1266,Gold Coast,Australia,74.89,38.76,57.46,74.88,72.35,124.98,2018
1267,Kelowna,Canada,74.78,34.84,55.52,77.54,68.9,109.75,2018
1268,"Indianapolis, IN",United States,74.72,35.67,55.89,73.92,74.26,94.22,2018
1269,"Birmingham, AL",United States,74.64,31.36,53.77,76.12,74.13,134.55,2018
1270,Stuttgart,Germany,74.53,34.86,55.4,55.57,72.07,134.02,2018
1271,Berlin,Germany,74.32,33.54,54.65,60.74,65.57,114.09,2018
1272,Burlington,Canada,74.32,34.2,54.97,68.68,82.63,137.47,2018
1273,Sheffield,United Kingdom,74.31,25.05,50.55,56.87,84.47,110.96,2018
1274,Glasgow,United Kingdom,74.3,28.12,52.03,61.85,79.52,124.11,2018
1275,"Augusta, GA",United States,74.29,22.45,49.29,82.42,62.66,100.38,2018
1276,"Greensboro, NC",United States,74.1,26.05,50.93,80.28,62.04,141.87,2018
1277,"Greenville, SC",United States,74.08,36.03,55.73,83.74,67.18,127.49,2018
1278,Palma De Mallorca,Spain,74.08,24.4,50.12,62.9,71.61,80.26,2018
1279,Cologne,Germany,74.02,29.75,52.67,55.97,73.95,131.06,2018
1280,Bonn,Germany,73.61,29.24,52.21,55.0,70.68,118.12,2018
1281,"Jacksonville, FL",United States,73.58,32.27,53.66,77.14,73.25,117.13,2018
1282,"Fort Collins, CO",United States,73.57,42.07,58.38,81.45,61.31,73.23,2018
1283,"Cleveland, OH",United States,73.47,28.35,51.71,67.52,74.7,146.27,2018
1284,Bremen,Germany,73.41,22.22,48.72,59.15,70.25,131.14,2018
1285,"Milwaukee, WI",United States,73.37,35.5,55.11,71.9,71.59,139.23,2018
1286,Bilbao,Spain,73.3,30.28,52.55,65.27,75.33,92.96,2018
1287,"Saint Petersburg, FL",United States,73.29,41.01,57.72,72.82,75.33,145.31,2018
1288,Exeter,United Kingdom,73.17,31.86,53.24,58.28,82.78,86.66,2018
1289,"Memphis, TN",United States,72.95,27.52,51.04,73.96,70.71,154.91,2018
1290,Guelph,Canada,72.93,28.86,51.68,68.86,80.08,114.41,2018
1291,"Syracuse, NY",United States,72.88,30.77,52.57,72.26,67.76,103.63,2018
1292,Waterloo,Canada,72.86,29.64,52.01,70.36,70.2,120.38,2018
1293,Regina,Canada,72.85,28.93,51.67,73.25,66.3,109.12,2018
1294,"Newark, NJ",United States,72.68,40.31,57.07,66.47,77.87,94.1,2018
1295,"Akron, OH",United States,72.65,21.57,48.02,77.33,63.79,99.21,2018
1296,Dubai,United Arab Emirates,72.58,66.88,69.83,61.71,67.23,123.71,2018
1297,Nuremberg,Germany,72.57,25.08,49.67,55.83,71.58,127.52,2018
1298,Mississauga,Canada,72.54,36.65,55.23,68.46,67.15,106.67,2018
1299,"Austin, TX",United States,72.46,49.8,61.53,73.02,75.56,140.39,2018
1300,Leipzig,Germany,72.4,20.19,47.22,54.51,64.82,91.69,2018
1301,Taipei,Taiwan,72.39,21.61,47.9,87.57,34.77,104.9,2018
1302,"Fresno, CA",United States,72.36,30.94,52.38,72.51,75.89,110.71,2018
1303,"Buffalo, NY",United States,72.15,28.94,51.31,69.14,72.72,120.23,2018
1304,"Shreveport, LA",United States,72.07,25.24,49.48,78.42,64.04,76.03,2018
1305,Windsor,Canada,72.0,21.38,47.59,63.4,67.16,118.85,2018
1306,Nanaimo,Canada,71.9,25.11,49.33,78.03,63.87,99.07,2018
1307,"Nashville, TN",United States,71.88,47.73,60.23,74.28,69.38,125.4,2018
1308,Aachen,Germany,71.81,24.48,48.99,57.78,64.67,128.79,2018
1309,Moncton,Canada,71.79,18.63,46.15,70.92,66.98,88.06,2018
1310,Birmingham,United Kingdom,71.6,29.57,51.33,57.06,79.83,106.25,2018
1311,Cardiff,United Kingdom,71.52,28.32,50.69,65.68,72.66,109.78,2018
1312,Southampton,United Kingdom,71.48,33.09,52.97,58.97,76.0,116.26,2018
1313,"Manchester, NH",United States,71.46,33.61,53.2,76.26,72.86,124.75,2018
1314,"Raleigh, NC",United States,71.4,37.42,55.02,78.32,70.58,131.99,2018
1315,"Little Rock, AR",United States,71.29,24.83,48.89,77.24,64.98,132.31,2018
1316,Dresden,Germany,71.22,22.95,47.94,56.07,59.77,105.93,2018
1317,Winnipeg,Canada,71.22,24.91,48.89,69.49,67.33,114.61,2018
1318,Quebec City,Canada,71.21,17.97,45.53,71.69,65.29,118.31,2018
1319,Naples,Italy,71.14,19.85,46.41,66.45,63.1,59.99,2018
1320,"Richmond, VA",United States,70.98,36.18,54.2,77.66,65.74,133.08,2018
1321,"Las Vegas, NV",United States,70.97,29.98,51.2,66.54,74.53,148.81,2018
1322,"Saint Louis, MO",United States,70.76,30.11,51.15,71.33,68.14,144.7,2018
1323,"Grand Rapids, MI",United States,70.58,32.95,52.43,69.69,70.77,143.87,2018
1324,"Rochester, NY",United States,70.52,30.31,51.13,72.96,74.66,158.71,2018
1325,"Houston, TX",United States,70.37,44.1,57.7,71.01,71.15,145.38,2018
1326,"Detroit, MI",United States,70.2,35.48,53.45,67.02,59.3,131.62,2018
1327,Darmstadt,Germany,70.17,30.69,51.13,53.91,66.6,145.86,2018
1328,"Ann Arbor, MI",United States,70.01,45.26,58.07,69.31,62.97,163.57,2018
1329,Ottawa,Canada,69.91,31.76,51.51,64.16,71.95,145.32,2018
1330,"Harrisburg, PA",United States,69.91,27.78,49.59,72.58,66.41,140.56,2018
1331,Newcastle Upon Tyne,United Kingdom,69.91,25.69,48.58,54.05,78.46,127.4,2018
1332,"Salem, OR",United States,69.81,32.0,51.58,70.61,68.39,106.58,2018
1333,"Dayton, OH",United States,69.76,21.96,46.71,73.53,62.38,114.2,2018
1334,Barcelona,Spain,69.75,33.71,52.37,59.29,65.07,77.27,2018
1335,"Columbia, SC",United States,69.7,29.48,50.3,75.37,65.65,92.47,2018
1336,Marseille,France,69.66,23.92,47.6,61.91,69.58,104.22,2018
1337,Liverpool,United Kingdom,69.53,24.96,48.04,52.24,78.55,116.18,2018
1338,Hanover,Germany,69.47,22.04,46.59,58.88,64.04,160.86,2018
1339,"Fort Wayne, IN",United States,69.42,21.43,46.28,74.49,69.24,129.87,2018
1340,London,Canada,69.39,24.58,47.78,65.97,66.17,105.79,2018
1341,"Des Moines, IA",United States,69.37,31.23,50.97,73.45,63.64,125.85,2018
1342,"Virginia Beach, VA",United States,69.33,37.42,53.94,68.92,71.08,151.73,2018
1343,"Spokane, WA",United States,69.26,26.97,48.86,70.06,64.46,135.55,2018
1344,"Bakersfield, CA",United States,69.2,29.09,49.86,71.91,64.38,120.54,2018
1345,Montreal,Canada,69.18,26.68,48.69,68.65,67.17,120.29,2018
1346,Gatineau,Canada,69.17,19.72,45.32,69.98,64.66,142.51,2018
1347,"Columbus, OH",United States,69.13,35.51,52.92,66.96,62.16,125.47,2018
1348,"Cincinnati, OH",United States,69.13,31.11,50.79,61.6,70.4,136.92,2018
1349,"Kansas City, MO",United States,69.05,29.33,49.89,68.17,63.04,135.76,2018
1350,Belfast,United Kingdom,68.77,23.7,47.04,61.07,79.19,103.27,2018
1351,San Juan,Puerto Rico,68.77,26.09,48.18,66.18,57.67,116.19,2018
1352,Derby,United Kingdom,68.68,21.48,45.92,58.52,71.55,110.83,2018
1353,"Lincoln, NE",United States,68.61,28.38,49.21,71.56,62.02,124.13,2018
1354,Malta,Malta,68.44,26.6,48.26,54.11,69.0,72.13,2018
1355,"Fort Myers, FL",United States,68.06,31.9,50.62,71.88,62.43,86.87,2018
1356,"Lexington, KY",United States,67.9,25.51,47.45,69.03,62.48,130.77,2018
1357,"Fort Worth, TX",United States,67.81,35.29,52.12,66.57,65.5,142.22,2018
1358,"Omaha, NE",United States,67.8,30.43,49.78,69.41,62.64,134.51,2018
1359,"Vancouver, WA",United States,67.79,34.12,51.55,61.12,67.28,127.95,2018
1360,Madrid,Spain,67.63,33.41,51.13,56.59,70.41,96.36,2018
1361,Surrey,Canada,67.37,33.36,50.97,65.23,61.6,93.78,2018
1362,Montevideo,Uruguay,67.18,21.14,44.97,54.33,70.89,35.71,2018
1363,"Wichita, KS",United States,67.02,24.63,46.58,67.02,68.1,118.39,2018
1364,"Lubbock, TX",United States,66.9,24.63,46.52,61.64,68.94,133.25,2018
1365,"Chattanooga, TN",United States,66.89,27.77,48.02,67.8,62.68,145.27,2018
1366,"Phoenix, AZ",United States,66.87,33.32,50.69,62.4,71.42,139.29,2018
1367,"Sioux Falls, SD",United States,66.85,25.7,47.0,69.13,56.18,168.93,2018
1368,"Salt Lake City, UT",United States,66.76,34.91,51.4,64.48,68.75,148.6,2018
1369,"Tulsa, OK",United States,66.71,28.61,48.34,67.6,62.03,123.2,2018
1370,"Durham, NC",United States,66.44,35.54,51.54,64.75,67.79,146.95,2018
1371,"Springfield, MO",United States,66.4,18.79,43.44,73.6,63.28,77.68,2018
1372,"Winston-salem, NC",United States,66.27,24.96,46.34,71.92,69.63,117.44,2018
1373,Nicosia,Cyprus,66.23,17.22,42.59,53.67,78.46,90.59,2018
1374,Doha,Qatar,66.12,66.84,66.46,57.95,65.81,120.86,2018
1375,Taichung,Taiwan,65.98,13.0,40.43,84.29,29.75,66.76,2018
1376,"Dallas, TX",United States,65.94,42.64,54.7,61.95,67.11,162.37,2018
1377,"Albuquerque, NM",United States,65.73,25.5,46.33,68.04,64.58,123.57,2018
1378,"Arlington, TX",United States,65.63,30.04,48.47,62.02,63.87,152.9,2018
1379,"Madison, WI",United States,65.6,36.95,51.78,62.5,66.34,144.83,2018
1380,Ljubljana,Slovenia,65.47,20.62,43.84,54.76,57.7,74.7,2018
1381,Zaragoza (Saragossa),Spain,65.4,15.21,41.2,54.76,60.66,77.87,2018
1382,"Mobile, AL",United States,65.31,24.63,45.69,67.4,64.09,122.2,2018
1383,Hamilton,Canada,65.26,27.6,47.1,60.77,65.83,122.71,2018
1384,"Louisville, KY",United States,65.14,28.33,47.39,65.76,65.91,127.21,2018
1385,Beirut,Lebanon,65.03,34.98,50.54,47.46,66.58,52.68,2018
1386,Abu Dhabi,United Arab Emirates,64.97,64.25,64.62,54.3,65.93,131.24,2018
1387,Thessaloniki,Greece,64.94,11.57,39.2,52.32,61.77,48.72,2018
1388,"Pensacola, FL",United States,64.88,28.72,47.44,62.12,64.75,128.73,2018
1389,Athens,Greece,64.67,13.97,40.22,51.34,64.82,52.86,2018
1390,"Oklahoma City, OK",United States,64.29,26.54,46.09,66.52,58.15,142.4,2018
1391,Kitchener,Canada,63.9,27.36,46.28,58.85,59.89,124.25,2018
1392,Limassol,Cyprus,63.52,24.22,44.57,52.24,66.53,93.12,2018
1393,"Huntsville, AL",United States,63.34,27.45,46.03,64.13,63.83,152.26,2018
1394,"Tucson, AZ",United States,63.0,23.8,44.1,61.12,63.64,138.07,2018
1395,"Reno, NV",United States,62.88,35.99,49.92,58.04,64.1,136.4,2018
1396,Havana,Cuba,62.74,12.01,38.27,41.43,28.23,1.88,2018
1397,"Boise, ID",United States,62.65,28.91,46.37,58.7,65.39,130.86,2018
1398,"Knoxville, TN",United States,62.18,29.77,46.55,60.36,64.67,128.69,2018
1399,Accra,Ghana,61.93,32.3,47.64,60.07,40.1,14.07,2018
1400,"College Station, TX",United States,61.85,32.7,47.79,68.95,57.12,118.7,2018
1401,Martin,Slovakia,61.04,20.8,41.63,56.66,51.89,44.36,2018
1402,"San Antonio, TX",United States,60.92,34.5,48.18,58.17,60.96,154.92,2018
1403,"Athens, GA",United States,60.55,26.67,44.21,57.85,59.58,110.52,2018
1404,Tallinn,Estonia,60.51,17.66,39.84,45.31,61.04,74.02,2018
1405,San Jose,Costa Rica,60.46,19.28,40.6,60.98,49.47,48.89,2018
1406,Valencia,Spain,60.33,20.61,41.17,50.92,56.84,90.71,2018
1407,Kaohsiung,Taiwan,60.22,10.41,36.2,71.17,26.25,127.49,2018
1408,Sevilla,Spain,60.16,21.15,41.35,52.11,58.14,81.43,2018
1409,Larnaca,Cyprus,59.97,11.36,36.53,49.72,66.8,83.19,2018
1410,Sharjah,United Arab Emirates,59.38,29.86,45.15,50.37,43.99,123.32,2018
1411,Split,Croatia,59.05,13.74,37.2,50.46,55.16,53.22,2018
1412,Manama,Bahrain,59.0,30.65,45.33,57.63,54.83,67.56,2018
1413,Rijeka,Croatia,58.54,12.29,36.24,49.63,46.7,51.41,2018
1414,Amman,Jordan,58.47,14.58,37.3,49.55,55.56,41.83,2018
1415,Zagreb,Croatia,58.0,15.39,37.45,49.52,46.65,64.19,2018
1416,Lisbon,Portugal,57.69,29.33,44.01,47.02,50.14,58.48,2018
1417,Patras,Greece,57.35,9.41,34.23,46.44,53.51,64.63,2018
1418,Panama City,Panama,57.23,32.46,45.29,56.48,52.95,38.24,2018
1419,Malaga,Spain,57.23,21.19,39.85,48.93,55.28,94.71,2018
1420,Campinas,Brazil,57.21,14.1,36.42,43.15,48.2,59.53,2018
1421,Rio De Janeiro,Brazil,57.14,21.61,40.0,42.19,48.58,39.15,2018
1422,Funchal,Portugal,57.0,17.91,38.15,47.03,44.3,52.72,2018
1423,Santiago,Chile,56.85,17.85,38.04,48.15,55.32,50.65,2018
1424,Sao Paulo,Brazil,56.83,21.02,39.56,43.58,48.59,40.03,2018
1425,Shanghai,China,56.16,41.95,49.3,61.7,40.74,66.16,2018
1426,Buenos Aires,Argentina,56.05,15.58,36.53,48.19,56.51,60.03,2018
1427,Bangkok,Thailand,55.79,26.21,41.52,62.4,27.99,44.94,2018
1428,Makati,Philippines,55.54,26.91,41.73,59.97,28.91,46.37,2018
1429,Tartu,Estonia,55.49,14.44,35.69,42.41,55.7,75.23,2018
1430,Porto,Portugal,54.92,20.87,38.5,45.79,44.12,63.31,2018
1431,Riga,Latvia,54.87,15.23,35.75,42.56,51.15,53.77,2018
1432,Coimbra,Portugal,54.5,14.58,35.25,46.39,42.38,75.56,2018
1433,Granada,Spain,54.47,14.9,35.39,44.63,51.02,94.61,2018
1434,Vilnius,Lithuania,54.26,17.9,36.72,42.58,49.97,56.97,2018
1435,Porto Alegre,Brazil,53.88,14.79,35.03,42.32,42.19,46.35,2018
1436,Brasilia,Brazil,53.84,16.73,35.94,44.65,47.74,49.33,2018
1437,Prague,Czech Republic,53.84,25.06,39.96,47.04,40.31,77.13,2018
1438,Bratislava,Slovakia,53.64,22.87,38.8,46.54,44.37,72.75,2018
1439,Santa Cruz De Tenerife,Spain,53.34,18.05,36.32,44.56,53.88,93.75,2018
1440,Pretoria,South Africa,53.19,15.59,35.06,43.22,47.05,108.14,2018
1441,Phuket,Thailand,53.17,14.65,34.59,57.38,27.69,55.31,2018
1442,Las Palmas,Spain,52.71,20.09,36.98,44.95,51.06,84.11,2018
1443,Kaunas,Lithuania,52.56,12.38,33.19,41.09,45.84,57.97,2018
1444,Recife,Brazil,52.22,12.23,32.93,41.22,41.58,39.68,2018
1445,Klaipeda,Lithuania,52.09,11.61,32.57,43.52,46.6,58.53,2018
1446,Fortaleza,Brazil,52.0,9.81,31.65,43.69,38.32,30.52,2018
1447,Windhoek,Namibia,51.84,23.11,37.98,47.76,43.74,55.51,2018
1448,Moscow,Russia,51.82,34.1,43.27,40.9,56.03,59.58,2018
1449,Braga,Portugal,51.43,12.28,32.55,42.67,36.9,71.62,2018
1450,Kosice,Slovakia,51.36,16.16,34.38,44.97,33.36,61.62,2018
1451,Muscat,Oman,51.2,25.41,38.76,46.81,51.63,103.55,2018
1452,Budapest,Hungary,51.0,18.08,35.12,40.71,40.43,55.54,2018
1453,Jeddah (Jiddah),Saudi Arabia,51.0,14.41,33.35,43.21,34.15,113.18,2018
1454,Johor Bahru,Malaysia,50.98,11.96,32.16,63.42,25.08,42.93,2018
1455,Harare,Zimbabwe,50.74,14.24,33.14,45.45,36.15,26.86,2018
1456,Belo Horizonte,Brazil,50.41,12.56,32.15,37.82,41.12,35.32,2018
1457,Florianopolis,Brazil,50.4,15.08,33.37,39.36,42.08,39.69,2018
1458,Addis Ababa,Ethiopia,50.3,24.39,37.8,43.58,22.5,13.57,2018
1459,Brno,Czech Republic,50.29,19.26,35.32,44.77,34.98,73.86,2018
1460,San Salvador,El Salvador,50.29,12.78,32.2,51.28,37.29,28.62,2018
1461,Al Khobar,Saudi Arabia,50.18,15.67,33.53,44.86,33.74,124.32,2018
1462,Johannesburg,South Africa,50.02,22.45,36.72,41.72,49.92,125.99,2018
1463,Petaling Jaya,Malaysia,49.8,12.34,31.73,58.94,23.68,68.75,2018
1464,Dar Es Salaam,Tanzania,49.66,24.56,37.55,34.82,33.56,18.87,2018
1465,Shenzhen,China,49.65,25.37,37.94,53.67,31.34,83.96,2018
1466,Penang,Malaysia,49.5,10.67,30.78,56.99,26.28,68.42,2018
1467,Guayaquil,Ecuador,49.49,13.57,32.17,44.21,36.59,36.14,2018
1468,Curitiba,Brazil,49.43,12.63,31.68,37.0,41.47,46.26,2018
1469,Phnom Penh,Cambodia,49.24,17.42,33.89,53.68,24.62,26.41,2018
1470,Santo Domingo,Dominican Republic,49.1,12.49,31.44,42.25,46.38,28.77,2018
1471,Irbil,Iraq,49.08,13.91,32.12,41.62,43.07,49.2,2018
1472,Osijek,Croatia,49.04,8.14,29.32,40.85,36.36,58.44,2018
1473,Gdansk,Poland,49.01,17.8,33.96,36.86,40.96,72.77,2018
1474,Ad Dammam,Saudi Arabia,48.87,12.68,31.41,42.33,32.19,141.35,2018
1475,Quito,Ecuador,48.84,14.05,32.06,47.67,36.41,34.37,2018
1476,Warsaw,Poland,48.31,22.5,35.86,38.53,42.2,77.31,2018
1477,Riyadh,Saudi Arabia,48.21,16.46,32.9,41.46,35.41,129.2,2018
1478,Chiang Mai,Thailand,47.92,12.1,30.65,60.54,22.68,31.68,2018
1479,Gdynia,Poland,47.86,14.6,31.82,38.15,43.91,72.98,2018
1480,Kota Kinabalu,Malaysia,47.75,10.48,29.78,56.27,23.67,37.17,2018
1481,Cape Town,South Africa,47.55,28.98,38.59,40.96,45.21,94.27,2018
1482,Pattaya,Thailand,47.24,18.59,33.42,50.38,29.61,29.96,2018
1483,Port Elizabeth,South Africa,47.09,13.95,31.11,40.21,41.53,64.08,2018
1484,Guatemala City,Guatemala,46.97,15.52,31.8,43.64,37.17,41.41,2018
1485,Kuching,Malaysia,46.79,6.86,27.53,52.35,20.02,41.76,2018
1486,Jakarta,Indonesia,46.47,19.34,33.39,49.49,26.34,34.8,2018
1487,Saint Petersburg,Russia,46.41,20.17,33.75,38.12,47.73,56.75,2018
1488,Durban,South Africa,46.3,15.74,31.56,39.21,43.53,96.43,2018
1489,Kuala Lumpur,Malaysia,46.28,17.96,32.62,47.17,27.39,80.73,2018
1490,Wroclaw,Poland,46.27,19.64,33.43,38.06,39.12,74.19,2018
1491,Beijing,China,46.09,33.51,40.02,44.92,35.14,76.61,2018
1492,Baghdad,Iraq,46.05,14.76,30.96,40.35,42.03,52.05,2018
1493,Selangor,Malaysia,46.04,11.34,29.31,50.35,23.26,88.61,2018
1494,Olomouc,Czech Republic,45.99,13.01,30.08,43.34,31.6,79.5,2018
1495,Krakow (Cracow),Poland,45.79,18.18,32.48,36.66,38.32,73.59,2018
1496,Maputo,Mozambique,45.29,18.58,32.41,36.64,41.88,33.15,2018
1497,Poznan,Poland,45.27,15.45,30.89,37.57,37.54,74.63,2018
1498,Debrecen,Hungary,44.92,10.34,28.24,37.81,33.04,48.52,2018
1499,Bydgoszcz,Poland,44.91,15.1,30.53,35.24,37.73,66.01,2018
1500,Ostrava,Czech Republic,44.78,10.73,28.36,38.89,32.47,78.36,2018
1501,Istanbul,Turkey,44.73,14.35,30.08,39.35,33.0,54.57,2018
1502,Podgorica,Montenegro,44.68,11.1,28.48,35.64,37.75,51.8,2018
1503,Szczecin,Poland,44.61,12.73,29.23,35.91,34.7,60.33,2018
1504,Bucharest,Romania,44.38,14.0,29.73,36.6,40.58,58.75,2018
1505,Belgrade,Serbia,43.99,12.28,28.7,32.31,38.34,40.25,2018
1506,Lima,Peru,43.92,17.91,31.38,39.88,31.53,39.55,2018
1507,Bali,Indonesia,43.73,8.12,26.56,49.07,25.29,29.2,2018
1508,Lodz,Poland,43.68,12.79,28.78,34.02,36.68,70.09,2018
1509,Guangzhou,China,43.5,20.93,32.61,44.04,27.37,79.47,2018
1510,Sofia,Bulgaria,43.11,12.96,28.57,37.06,34.44,60.66,2018
1511,Sarajevo,Bosnia And Herzegovina,42.5,10.13,26.89,35.37,31.5,48.89,2018
1512,Manila,Philippines,42.4,19.94,31.57,38.19,29.13,43.04,2018
1513,Lublin,Poland,42.33,18.04,30.62,34.52,34.11,57.02,2018
1514,Katowice,Poland,42.28,12.37,27.86,34.17,32.56,81.77,2018
1515,Varna,Bulgaria,42.26,8.71,26.08,37.66,34.85,48.43,2018
1516,Nairobi,Kenya,42.06,12.27,27.7,40.4,34.31,27.87,2018
1517,Yekaterinburg,Russia,42.05,12.4,27.75,37.86,36.08,52.61,2018
1518,Cebu,Philippines,41.81,11.84,27.36,43.31,24.71,26.16,2018
1519,Timisoara,Romania,41.62,10.78,26.75,34.26,36.97,59.09,2018
1520,Rabat,Morocco,41.62,13.47,28.04,37.31,27.57,45.29,2018
1521,Ho Chi Minh City,Vietnam,41.28,18.81,30.45,42.17,21.09,36.92,2018
1522,Ankara,Turkey,41.21,7.95,25.17,36.71,31.39,56.89,2018
1523,Izmir,Turkey,40.97,8.86,25.48,37.48,29.22,54.57,2018
1524,Burgas,Bulgaria,40.81,7.29,24.65,35.83,33.58,50.53,2018
1525,Cluj-Napoca,Romania,40.51,13.6,27.54,34.7,33.06,59.81,2018
1526,Plovdiv,Bulgaria,40.29,7.65,24.55,35.49,33.1,54.98,2018
1527,Bursa,Turkey,40.26,6.73,24.09,34.46,27.63,55.63,2018
1528,Yogyakarta,Indonesia,40.01,6.09,23.65,45.78,14.56,30.25,2018
1529,Hanoi,Vietnam,39.89,14.56,27.67,40.28,22.71,27.09,2018
1530,Novosibirsk,Russia,39.86,12.16,26.5,35.77,34.9,47.89,2018
1531,Banja Luka,Bosnia And Herzegovina,39.85,7.77,24.38,32.73,28.97,51.24,2018
1532,Nizhny Novgorod,Russia,39.83,11.38,26.11,35.11,37.77,40.34,2018
1533,Iasi,Romania,39.81,10.55,25.7,33.52,34.64,51.29,2018
1534,Suzhou,China,39.57,17.11,28.74,39.63,31.65,91.87,2018
1535,Kazan,Russia,39.53,12.81,26.64,33.82,43.81,51.14,2018
1536,Sibiu,Romania,39.5,8.46,24.53,32.76,33.38,54.27,2018
1537,Tirana,Albania,39.33,9.96,25.17,31.79,32.05,38.05,2018
1538,Chengdu,China,39.26,12.73,26.47,38.41,28.42,77.03,2018
1539,Surabaya,Indonesia,39.24,8.6,24.46,43.32,18.67,37.58,2018
1540,Rostov-na-donu,Russia,39.1,12.21,26.13,31.64,41.73,35.31,2018
1541,Bogota,Colombia,38.99,13.86,26.87,31.74,29.55,42.03,2018
1542,Oradea,Romania,38.94,7.42,23.74,32.85,25.94,46.65,2018
1543,Novi Sad,Serbia,38.9,7.47,23.74,31.2,28.89,48.41,2018
1544,Casablanca,Morocco,38.81,16.45,28.02,33.78,28.81,47.32,2018
1545,Antalya,Turkey,38.77,7.18,23.53,33.47,29.4,54.45,2018
1546,Skopje,Macedonia,38.51,9.26,24.4,30.7,29.14,41.99,2018
1547,Monterrey,Mexico,38.45,11.52,25.46,35.16,38.06,84.22,2018
1548,Cuenca,Ecuador,38.41,10.38,24.89,37.19,26.71,43.44,2018
1549,Brasov,Romania,38.37,9.96,24.67,31.4,33.82,67.91,2018
1550,Ulaanbaatar,Mongolia,38.13,11.34,25.21,37.23,25.59,33.71,2018
1551,Medan,Indonesia,37.99,4.71,21.94,41.6,18.35,44.28,2018
1552,Tehran,Iran,37.8,19.93,29.18,34.45,30.9,43.28,2018
1553,Colombo,Sri Lanka,37.72,9.88,24.29,41.98,22.74,27.62,2018
1554,Bandung,Indonesia,37.68,6.05,22.42,43.19,17.12,33.9,2018
1555,Mexico City,Mexico,37.54,17.84,28.04,34.66,32.65,64.03,2018
1556,Astana,Kazakhstan,37.51,14.88,26.6,32.67,38.79,40.49,2018
1557,Nis,Serbia,37.32,5.73,22.09,29.67,30.85,38.68,2018
1558,Kigali,Rwanda,37.18,11.85,24.96,31.27,27.33,28.22,2018
1559,Algiers,Algeria,37.13,8.61,23.38,38.43,22.86,33.38,2018
1560,Arad,Romania,36.47,9.22,23.33,30.52,28.55,60.77,2018
1561,Asuncion,Paraguay,36.16,10.71,23.88,30.88,27.65,34.68,2018
1562,Santa Cruz,Bolivia,36.14,14.26,25.59,29.42,29.15,57.64,2018
1563,Kathmandu,Nepal,36.06,5.83,21.48,33.22,21.92,23.73,2018
1564,Almaty,Kazakhstan,36.05,11.72,24.31,28.66,35.51,46.81,2018
1565,Medellin,Colombia,35.87,12.33,24.52,31.73,27.61,29.33,2018
1566,Cancun,Mexico,35.58,9.8,23.15,29.93,35.3,61.69,2018
1567,Minsk,Belarus,35.3,11.25,23.71,28.55,38.12,43.77,2018
1568,Gurgaon,India,34.9,10.96,23.36,32.59,30.88,110.97,2018
1569,Craiova,Romania,34.34,6.84,21.07,28.61,25.41,58.56,2018
1570,Guadalajara,Mexico,34.19,10.12,22.58,33.15,30.82,71.87,2018
1571,Tijuana,Mexico,34.13,10.81,22.88,32.67,32.65,45.26,2018
1572,Yerevan,Armenia,34.12,9.37,22.18,27.73,31.77,32.52,2018
1573,Kampala,Uganda,34.09,7.59,21.31,28.02,26.64,23.36,2018
1574,Chisinau,Moldova,34.06,9.35,22.14,27.64,25.5,31.39,2018
1575,Quezon City,Philippines,33.93,7.79,21.33,29.54,19.44,29.57,2018
1576,Hermosillo,Mexico,33.86,7.29,21.05,30.3,29.75,77.33,2018
1577,Davao,Philippines,33.67,6.84,20.73,32.75,16.83,28.86,2018
1578,Dhaka,Bangladesh,33.64,6.83,20.71,31.89,23.54,37.72,2018
1579,Caracas,Venezuela,33.64,9.63,22.06,35.03,30.79,3.72,2018
1580,Queretaro,Mexico,33.51,9.52,21.94,33.17,27.96,63.18,2018
1581,Merida,Mexico,33.18,7.58,20.83,32.01,26.75,37.23,2018
1582,Cali,Colombia,33.04,7.44,20.69,28.79,23.76,39.71,2018
1583,Puerto Vallarta,Mexico,32.7,11.52,22.48,32.27,31.03,62.36,2018
